v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/75350,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/37286,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/64070",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/66674,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/53058",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/54088,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/78513,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/71837,,,
spam,You have been selected for a cash prize of ₹23970. Claim here: http://bit.ly/46469,,,
spam,Get your free credit score now! No charges: http://bit.ly/38257,,,
spam,This is final notice! Pay your due bill of ₹40330 immediately. http://bit.ly/91851,,,
spam,Congratulations! You've won a ₹46423 Amazon gift card. Click here to claim: http://bit.ly/99313,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/44864",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/54041,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/92402,,,
spam,This is final notice! Pay your due bill of ₹27951 immediately. http://bit.ly/74569,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/20257,,,
spam,Your loan of ₹22965 is approved. Call now: +917056405800,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/35477,,,
spam,This is final notice! Pay your due bill of ₹22594 immediately. http://bit.ly/25009,,,
spam,Get your free credit score now! No charges: http://bit.ly/90681,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/47962,,,
spam,Your loan of ₹42923 is approved. Call now: +918887510523,,,
spam,Get your free credit score now! No charges: http://bit.ly/41116,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/27223,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/56919,,,
spam,Your loan of ₹40535 is approved. Call now: +919875878195,,,
spam,Get your free credit score now! No charges: http://bit.ly/61661,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/44359,,,
spam,Congratulations! You've won a ₹24427 Amazon gift card. Click here to claim: http://bit.ly/75581,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/84329,,,
spam,Get your free credit score now! No charges: http://bit.ly/89232,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/58667,,,
spam,Congratulations! You've won a ₹17120 Amazon gift card. Click here to claim: http://bit.ly/63198,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/23823",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/33749",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/90996,,,
spam,You have been selected for a cash prize of ₹38990. Claim here: http://bit.ly/23663,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/64454,,,
spam,Congratulations! You've won a ₹45467 Amazon gift card. Click here to claim: http://bit.ly/68008,,,
spam,Your loan of ₹15411 is approved. Call now: +919472288948,,,
spam,Congratulations! You've won a ₹22355 Amazon gift card. Click here to claim: http://bit.ly/83656,,,
spam,Your loan of ₹34244 is approved. Call now: +917910510131,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/91267,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/89927,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/23409,,,
spam,You have been selected for a cash prize of ₹40769. Claim here: http://bit.ly/65089,,,
spam,This is final notice! Pay your due bill of ₹21785 immediately. http://bit.ly/88543,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/56029",,,
spam,You have been selected for a cash prize of ₹28386. Claim here: http://bit.ly/33510,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/36102",,,
spam,Your loan of ₹11299 is approved. Call now: +917046869059,,,
spam,Get your free credit score now! No charges: http://bit.ly/28570,,,
spam,Your loan of ₹49320 is approved. Call now: +918608802398,,,
spam,Your loan of ₹8249 is approved. Call now: +919764182202,,,
spam,You have been selected for a cash prize of ₹17568. Claim here: http://bit.ly/66147,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/27936,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/50256,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/72590,,,
spam,Congratulations! You've won a ₹22260 Amazon gift card. Click here to claim: http://bit.ly/97371,,,
spam,Congratulations! You've won a ₹35179 Amazon gift card. Click here to claim: http://bit.ly/90964,,,
spam,Get your free credit score now! No charges: http://bit.ly/77961,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/42111",,,
spam,Get your free credit score now! No charges: http://bit.ly/27145,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/17094,,,
spam,This is final notice! Pay your due bill of ₹23048 immediately. http://bit.ly/41657,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/34608,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/99753,,,
spam,Get your free credit score now! No charges: http://bit.ly/57599,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/23683,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/64391,,,
spam,This is final notice! Pay your due bill of ₹36288 immediately. http://bit.ly/74616,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/78889,,,
spam,This is final notice! Pay your due bill of ₹40468 immediately. http://bit.ly/14880,,,
spam,Your loan of ₹37944 is approved. Call now: +918169333489,,,
spam,Congratulations! You've won a ₹42337 Amazon gift card. Click here to claim: http://bit.ly/67094,,,
spam,Your loan of ₹35822 is approved. Call now: +919758321533,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/85388",,,
spam,Your loan of ₹13888 is approved. Call now: +918923448738,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/90893",,,
spam,Get your free credit score now! No charges: http://bit.ly/79970,,,
spam,Your loan of ₹3452 is approved. Call now: +918357928789,,,
spam,Get your free credit score now! No charges: http://bit.ly/89752,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/61962,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/79577,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/69467,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/74323,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/99354,,,
spam,This is final notice! Pay your due bill of ₹8907 immediately. http://bit.ly/13621,,,
spam,You have been selected for a cash prize of ₹9172. Claim here: http://bit.ly/28206,,,
spam,Get your free credit score now! No charges: http://bit.ly/57805,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/47385",,,
spam,This is final notice! Pay your due bill of ₹18257 immediately. http://bit.ly/11757,,,
spam,You have been selected for a cash prize of ₹15814. Claim here: http://bit.ly/12734,,,
spam,You have been selected for a cash prize of ₹36609. Claim here: http://bit.ly/58920,,,
spam,Congratulations! You've won a ₹38782 Amazon gift card. Click here to claim: http://bit.ly/11746,,,
spam,Get your free credit score now! No charges: http://bit.ly/23951,,,
spam,You have been selected for a cash prize of ₹36174. Claim here: http://bit.ly/17168,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/28893,,,
spam,Get your free credit score now! No charges: http://bit.ly/65636,,,
spam,You have been selected for a cash prize of ₹5435. Claim here: http://bit.ly/65840,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/35997,,,
spam,You have been selected for a cash prize of ₹30842. Claim here: http://bit.ly/98664,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/67364,,,
spam,Your loan of ₹41731 is approved. Call now: +919851453164,,,
spam,Your loan of ₹42675 is approved. Call now: +918215700127,,,
spam,This is final notice! Pay your due bill of ₹37467 immediately. http://bit.ly/79632,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/53135,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/42132,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/66288,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/31029,,,
spam,Your loan of ₹31148 is approved. Call now: +917877290552,,,
spam,Congratulations! You've won a ₹9703 Amazon gift card. Click here to claim: http://bit.ly/74019,,,
spam,Get your free credit score now! No charges: http://bit.ly/18366,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/18062,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/66895,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/61045,,,
spam,Congratulations! You've won a ₹37187 Amazon gift card. Click here to claim: http://bit.ly/10615,,,
spam,You have been selected for a cash prize of ₹30029. Claim here: http://bit.ly/40969,,,
spam,Get your free credit score now! No charges: http://bit.ly/98386,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/81860",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/30637,,,
spam,You have been selected for a cash prize of ₹14011. Claim here: http://bit.ly/27013,,,
spam,Your loan of ₹22048 is approved. Call now: +919917654369,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/88898,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/97316",,,
spam,Get your free credit score now! No charges: http://bit.ly/81367,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/66584,,,
spam,This is final notice! Pay your due bill of ₹9540 immediately. http://bit.ly/81228,,,
spam,Congratulations! You've won a ₹10383 Amazon gift card. Click here to claim: http://bit.ly/53742,,,
spam,This is final notice! Pay your due bill of ₹26247 immediately. http://bit.ly/21187,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/51857",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/59692,,,
spam,Your loan of ₹23192 is approved. Call now: +917815167143,,,
spam,Get your free credit score now! No charges: http://bit.ly/30933,,,
spam,You have been selected for a cash prize of ₹2824. Claim here: http://bit.ly/56498,,,
spam,Congratulations! You've won a ₹35219 Amazon gift card. Click here to claim: http://bit.ly/71381,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/87462,,,
spam,Your loan of ₹27886 is approved. Call now: +918456330635,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/16412,,,
spam,This is final notice! Pay your due bill of ₹33895 immediately. http://bit.ly/59295,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/27157,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/71993,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/24084",,,
spam,Your loan of ₹5133 is approved. Call now: +919215502721,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/26079,,,
spam,This is final notice! Pay your due bill of ₹19227 immediately. http://bit.ly/27737,,,
spam,Get your free credit score now! No charges: http://bit.ly/28186,,,
spam,Congratulations! You've won a ₹6554 Amazon gift card. Click here to claim: http://bit.ly/96638,,,
spam,You have been selected for a cash prize of ₹41383. Claim here: http://bit.ly/62292,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/28472",,,
spam,You have been selected for a cash prize of ₹32187. Claim here: http://bit.ly/95465,,,
spam,You have been selected for a cash prize of ₹11845. Claim here: http://bit.ly/91477,,,
spam,Congratulations! You've won a ₹27130 Amazon gift card. Click here to claim: http://bit.ly/80973,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/21194,,,
spam,Get your free credit score now! No charges: http://bit.ly/26237,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/80452,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/56106,,,
spam,Your loan of ₹13244 is approved. Call now: +919580079171,,,
spam,You have been selected for a cash prize of ₹15826. Claim here: http://bit.ly/88656,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/46221,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/63037,,,
spam,Get your free credit score now! No charges: http://bit.ly/14771,,,
spam,You have been selected for a cash prize of ₹8007. Claim here: http://bit.ly/87568,,,
spam,Congratulations! You've won a ₹29659 Amazon gift card. Click here to claim: http://bit.ly/30534,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/34808,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/45538,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/53068,,,
spam,Get your free credit score now! No charges: http://bit.ly/72590,,,
spam,This is final notice! Pay your due bill of ₹42878 immediately. http://bit.ly/10035,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/77286",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/51085,,,
spam,Your loan of ₹30263 is approved. Call now: +917676584940,,,
spam,Your loan of ₹38543 is approved. Call now: +917458823767,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/66792,,,
spam,This is final notice! Pay your due bill of ₹13473 immediately. http://bit.ly/74077,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/33482,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/98470,,,
spam,Congratulations! You've won a ₹30092 Amazon gift card. Click here to claim: http://bit.ly/43354,,,
spam,Get your free credit score now! No charges: http://bit.ly/92068,,,
spam,You have been selected for a cash prize of ₹23823. Claim here: http://bit.ly/45089,,,
spam,You have been selected for a cash prize of ₹11688. Claim here: http://bit.ly/85249,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/36772,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/27352",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/85444",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/65451,,,
spam,You have been selected for a cash prize of ₹35523. Claim here: http://bit.ly/49353,,,
spam,You have been selected for a cash prize of ₹37605. Claim here: http://bit.ly/13371,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/43305,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/92898,,,
spam,You have been selected for a cash prize of ₹4707. Claim here: http://bit.ly/52529,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/48915,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/95756,,,
spam,Your loan of ₹40892 is approved. Call now: +919467052167,,,
spam,You have been selected for a cash prize of ₹11200. Claim here: http://bit.ly/17123,,,
spam,You have been selected for a cash prize of ₹9875. Claim here: http://bit.ly/45657,,,
spam,Get your free credit score now! No charges: http://bit.ly/69595,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/21148,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/17972",,,
spam,You have been selected for a cash prize of ₹10583. Claim here: http://bit.ly/20884,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/19840,,,
spam,Your loan of ₹24123 is approved. Call now: +919589006315,,,
spam,Congratulations! You've won a ₹19533 Amazon gift card. Click here to claim: http://bit.ly/65519,,,
spam,Your loan of ₹18780 is approved. Call now: +918986977173,,,
spam,Get your free credit score now! No charges: http://bit.ly/20201,,,
spam,This is final notice! Pay your due bill of ₹34404 immediately. http://bit.ly/18983,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/97921,,,
spam,Congratulations! You've won a ₹12466 Amazon gift card. Click here to claim: http://bit.ly/67368,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/50873,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/53478,,,
spam,Get your free credit score now! No charges: http://bit.ly/73485,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/56854,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/79460,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/33112,,,
spam,Congratulations! You've won a ₹9979 Amazon gift card. Click here to claim: http://bit.ly/94692,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/48874,,,
spam,Congratulations! You've won a ₹5302 Amazon gift card. Click here to claim: http://bit.ly/62951,,,
spam,You have been selected for a cash prize of ₹23850. Claim here: http://bit.ly/63506,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/33776",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/20792,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/87115,,,
spam,This is final notice! Pay your due bill of ₹28274 immediately. http://bit.ly/43424,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/79556,,,
spam,This is final notice! Pay your due bill of ₹36833 immediately. http://bit.ly/41309,,,
spam,Congratulations! You've won a ₹5695 Amazon gift card. Click here to claim: http://bit.ly/67610,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/33525,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/90477,,,
spam,You have been selected for a cash prize of ₹20931. Claim here: http://bit.ly/69532,,,
spam,Your loan of ₹23363 is approved. Call now: +917273693164,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/21298,,,
spam,You have been selected for a cash prize of ₹37056. Claim here: http://bit.ly/64424,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/32495,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/63942",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/79331,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/28606,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/15636,,,
spam,This is final notice! Pay your due bill of ₹21867 immediately. http://bit.ly/21255,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/52163,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/92111",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/47284,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/32654,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/18926,,,
spam,Get your free credit score now! No charges: http://bit.ly/11985,,,
spam,Congratulations! You've won a ₹40111 Amazon gift card. Click here to claim: http://bit.ly/99923,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/32329,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/75842,,,
spam,This is final notice! Pay your due bill of ₹36113 immediately. http://bit.ly/21060,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/25622,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/93806",,,
spam,You have been selected for a cash prize of ₹33892. Claim here: http://bit.ly/95562,,,
spam,Get your free credit score now! No charges: http://bit.ly/91732,,,
spam,This is final notice! Pay your due bill of ₹25325 immediately. http://bit.ly/90315,,,
spam,Your loan of ₹14981 is approved. Call now: +918015063750,,,
spam,Get your free credit score now! No charges: http://bit.ly/17461,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/89009,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/90396,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/25410,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/80359,,,
spam,This is final notice! Pay your due bill of ₹4427 immediately. http://bit.ly/13883,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/59281,,,
spam,Get your free credit score now! No charges: http://bit.ly/41688,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/17476,,,
spam,You have been selected for a cash prize of ₹5234. Claim here: http://bit.ly/20130,,,
spam,You have been selected for a cash prize of ₹8599. Claim here: http://bit.ly/51413,,,
spam,You have been selected for a cash prize of ₹43613. Claim here: http://bit.ly/12283,,,
spam,Congratulations! You've won a ₹28381 Amazon gift card. Click here to claim: http://bit.ly/33673,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/23923,,,
spam,This is final notice! Pay your due bill of ₹44462 immediately. http://bit.ly/78407,,,
spam,This is final notice! Pay your due bill of ₹14719 immediately. http://bit.ly/58595,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/45236,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/47300,,,
spam,You have been selected for a cash prize of ₹5671. Claim here: http://bit.ly/10005,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/86847,,,
spam,Get your free credit score now! No charges: http://bit.ly/21609,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/39124",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/77031,,,
spam,Congratulations! You've won a ₹41133 Amazon gift card. Click here to claim: http://bit.ly/30541,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/61498,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/42724,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/74974,,,
spam,Get your free credit score now! No charges: http://bit.ly/83812,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/70592,,,
spam,You have been selected for a cash prize of ₹10707. Claim here: http://bit.ly/78413,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/90810,,,
spam,Congratulations! You've won a ₹26081 Amazon gift card. Click here to claim: http://bit.ly/33464,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/86567,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/62026,,,
spam,Get your free credit score now! No charges: http://bit.ly/81761,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/88187,,,
spam,Get your free credit score now! No charges: http://bit.ly/66451,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/66830,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/95160,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/34717,,,
spam,Congratulations! You've won a ₹48553 Amazon gift card. Click here to claim: http://bit.ly/19652,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/17894",,,
spam,Get your free credit score now! No charges: http://bit.ly/77297,,,
spam,Congratulations! You've won a ₹22066 Amazon gift card. Click here to claim: http://bit.ly/58351,,,
spam,This is final notice! Pay your due bill of ₹18200 immediately. http://bit.ly/35255,,,
spam,Get your free credit score now! No charges: http://bit.ly/41276,,,
spam,You have been selected for a cash prize of ₹18339. Claim here: http://bit.ly/59969,,,
spam,Congratulations! You've won a ₹5606 Amazon gift card. Click here to claim: http://bit.ly/26857,,,
spam,Your loan of ₹14857 is approved. Call now: +918857900686,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/60044,,,
spam,Your loan of ₹21675 is approved. Call now: +919279366539,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/96258",,,
spam,This is final notice! Pay your due bill of ₹10038 immediately. http://bit.ly/55095,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/27696,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/23885",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/10014,,,
spam,You have been selected for a cash prize of ₹48423. Claim here: http://bit.ly/59444,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/16486",,,
spam,Your loan of ₹10083 is approved. Call now: +919768772452,,,
spam,Congratulations! You've won a ₹27082 Amazon gift card. Click here to claim: http://bit.ly/36744,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/86041,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/16838,,,
spam,Get your free credit score now! No charges: http://bit.ly/56018,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/53527,,,
spam,This is final notice! Pay your due bill of ₹48389 immediately. http://bit.ly/31746,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/95458,,,
spam,Your loan of ₹49160 is approved. Call now: +917575657344,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/76815,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/47379",,,
spam,You have been selected for a cash prize of ₹22463. Claim here: http://bit.ly/67410,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/69814,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/89057,,,
spam,This is final notice! Pay your due bill of ₹46713 immediately. http://bit.ly/60827,,,
spam,Congratulations! You've won a ₹14733 Amazon gift card. Click here to claim: http://bit.ly/26116,,,
spam,Your loan of ₹4919 is approved. Call now: +917084255604,,,
spam,You have been selected for a cash prize of ₹21325. Claim here: http://bit.ly/52302,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/67043,,,
spam,Your loan of ₹49919 is approved. Call now: +919183426073,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/77276",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/91166",,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/95777,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/23321,,,
spam,Your loan of ₹36452 is approved. Call now: +917531396497,,,
spam,Get your free credit score now! No charges: http://bit.ly/89183,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/65865,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/64665",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/29040,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/46455",,,
spam,This is final notice! Pay your due bill of ₹24108 immediately. http://bit.ly/99134,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/92943",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/53394",,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/52453,,,
spam,Congratulations! You've won a ₹21494 Amazon gift card. Click here to claim: http://bit.ly/73316,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/40562,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/25667,,,
spam,Get your free credit score now! No charges: http://bit.ly/74135,,,
spam,You have been selected for a cash prize of ₹30383. Claim here: http://bit.ly/76178,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/98315,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/70626,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/85772,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/10790,,,
spam,You have been selected for a cash prize of ₹9043. Claim here: http://bit.ly/82549,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/92453,,,
spam,Get your free credit score now! No charges: http://bit.ly/82860,,,
spam,Congratulations! You've won a ₹36778 Amazon gift card. Click here to claim: http://bit.ly/35504,,,
spam,You have been selected for a cash prize of ₹40105. Claim here: http://bit.ly/53060,,,
spam,Congratulations! You've won a ₹20126 Amazon gift card. Click here to claim: http://bit.ly/23746,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/39708,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/43860,,,
spam,You have been selected for a cash prize of ₹35749. Claim here: http://bit.ly/65304,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/93744,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/16151,,,
spam,This is final notice! Pay your due bill of ₹17941 immediately. http://bit.ly/21115,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/81506",,,
spam,Get your free credit score now! No charges: http://bit.ly/54096,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/20079,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/35402",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/74991,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/90346,,,
spam,This is final notice! Pay your due bill of ₹35372 immediately. http://bit.ly/67124,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/25558,,,
spam,Congratulations! You've won a ₹18200 Amazon gift card. Click here to claim: http://bit.ly/18516,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/73019,,,
